run_id,treatment,func,rep,time_s,energy_j,cpu_pct,mem_mb
run_326_repetition_0,baseline,mergesort,27,39.87996006,118.38,25.19170854,4.015625
run_327_repetition_0,baseline,mergesort,28,39.7103138,118.4,25.29269521,4.09375
run_328_repetition_0,baseline,mergesort,29,39.96246767,118.4,25.17669173,4.015625
run_329_repetition_0,baseline,mergesort,30,39.86991,118.37,25.28693467,4
run_330_repetition_0,optimized,mergesort,1,34.09088898,102.52,25.28152493,3.953125
run_331_repetition_0,optimized,mergesort,2,34.15180492,102.53,25.25526316,4.109375
run_332_repetition_0,optimized,mergesort,3,33.97244906,102.54,25.26382353,4.015625
run_333_repetition_0,optimized,mergesort,4,34.05943108,102.55,25.22111437,4.078125
run_334_repetition_0,optimized,mergesort,5,34.17662001,102.56,25.13947368,4.09375
run_335_repetition_0,optimized,mergesort,6,34.20703983,102.55,25.05409357,4.046875
run_336_repetition_0,optimized,mergesort,7,33.94378781,102.51,25.23,4.109375
run_337_repetition_0,optimized,mergesort,8,34.16957593,102.55,25.19415205,4.015625
run_338_repetition_0,optimized,mergesort,9,34.0270977,102.53,25.18445748,4.015625
run_339_repetition_0,optimized,mergesort,10,33.95797777,102.53,25.245,4.015625
run_340_repetition_0,optimized,mergesort,11,33.9608531,102.55,25.28382353,4.125
run_341_repetition_0,optimized,mergesort,12,34.06873703,102.53,25.24692082,4.03125
run_342_repetition_0,optimized,mergesort,13,34.03055382,102.52,25.30117302,4.015625
run_343_repetition_0,optimized,mergesort,14,34.19975495,102.56,25.10146199,4.046875
run_344_repetition_0,optimized,mergesort,15,34.05741191,102.56,25.17155425,4.015625
run_345_repetition_0,optimized,mergesort,16,34.04910398,102.53,25.17008798,4.0625
run_346_repetition_0,optimized,mergesort,17,34.04073811,102.54,25.29208211,4.03125
run_347_repetition_0,optimized,mergesort,18,34.04413915,102.55,25.17947214,3.953125
run_348_repetition_0,optimized,mergesort,19,34.05623293,102.53,25.1398827,3.9375
run_349_repetition_0,optimized,mergesort,20,34.12747788,102.55,25.08862974,4.078125
run_350_repetition_0,optimized,mergesort,21,34.05839181,102.53,25.25659824,4.0625
run_351_repetition_0,optimized,mergesort,22,34.13562822,102.55,25.20321637,4
run_352_repetition_0,optimized,mergesort,23,34.06410599,102.53,25.20205279,4.015625
run_353_repetition_0,optimized,mergesort,24,34.11349607,102.52,25.16656891,4.015625
run_354_repetition_0,optimized,mergesort,25,34.19513226,102.54,25.18070175,4.015625
run_355_repetition_0,optimized,mergesort,26,33.99054003,102.54,25.21588235,4.015625
run_356_repetition_0,optimized,mergesort,27,34.11506486,102.55,25.19502924,4.140625
run_357_repetition_0,optimized,mergesort,28,33.99277592,102.52,25.24882353,4.125
run_358_repetition_0,optimized,mergesort,29,34.04227901,102.56,25.20791789,4.015625
run_359_repetition_0,optimized,mergesort,30,34.13867712,102.54,25.23567251,3.984375
run_360_repetition_0,baseline,prefix_sum,1,6.406777859,28.62,24.30441176,4.015625
run_361_repetition_0,baseline,prefix_sum,2,6.310882092,28.61,24.6880597,4.015625
run_362_repetition_0,baseline,prefix_sum,3,6.311903954,28.64,24.71492537,4.078125
run_363_repetition_0,baseline,prefix_sum,4,6.28925395,28.62,24.41940299,4.046875
run_364_repetition_0,baseline,prefix_sum,5,6.229566813,28.61,24.91666667,3.9375
run_365_repetition_0,baseline,prefix_sum,6,6.244189978,28.61,24.7469697,3.984375
run_366_repetition_0,baseline,prefix_sum,7,6.30994606,28.63,24.50447761,4.078125
run_367_repetition_0,baseline,prefix_sum,8,6.295106888,28.62,24.74029851,4.078125
run_368_repetition_0,baseline,prefix_sum,9,6.410341978,28.65,24.28382353,4.078125
run_369_repetition_0,baseline,prefix_sum,10,6.273891926,28.64,24.78333333,4.078125
run_370_repetition_0,baseline,prefix_sum,11,6.393579006,28.63,24.35735294,4.0625
run_371_repetition_0,baseline,prefix_sum,12,6.207803011,28.62,24.76969697,4.0625
run_372_repetition_0,baseline,prefix_sum,13,6.309412956,28.57,24.70746269,4.078125
run_373_repetition_0,baseline,prefix_sum,14,6.167362928,28.63,24.66461538,4.03125
run_374_repetition_0,baseline,prefix_sum,15,6.287164927,31.27,24.3358209,4.03125
run_375_repetition_0,baseline,prefix_sum,16,6.289582014,28.64,24.46969697,4.015625
run_376_repetition_0,baseline,prefix_sum,17,6.428607941,28.62,24.37794118,4.078125
run_377_repetition_0,baseline,prefix_sum,18,6.420825005,28.64,24.16911765,4.0625
run_378_repetition_0,baseline,prefix_sum,19,6.333807945,28.63,24.35147059,4.015625
run_379_repetition_0,baseline,prefix_sum,20,6.291043758,28.62,24.70447761,4.015625
run_380_repetition_0,baseline,prefix_sum,21,6.449294806,28.62,24.18823529,4.015625
run_381_repetition_0,baseline,prefix_sum,22,6.423913002,28.63,24.19558824,4.109375
run_382_repetition_0,baseline,prefix_sum,23,6.390373945,28.63,24.48676471,4.078125
run_383_repetition_0,baseline,prefix_sum,24,6.413196087,28.65,23.90441176,4.0625
run_384_repetition_0,baseline,prefix_sum,25,6.366173029,28.61,24.45074627,4.078125
run_385_repetition_0,baseline,prefix_sum,26,6.180866241,28.6,24.96307692,3.875
run_386_repetition_0,baseline,prefix_sum,27,6.291669846,28.62,24.81343284,4.0625
run_387_repetition_0,baseline,prefix_sum,28,6.313594103,28.62,24.67462687,4.015625
run_388_repetition_0,baseline,prefix_sum,29,6.401349068,28.61,24.56617647,4.078125
run_389_repetition_0,baseline,prefix_sum,30,6.181535006,28.61,25.10757576,4.0625
run_390_repetition_0,optimized,prefix_sum,1,6.537044048,28.61,24.64782609,4.015625
run_391_repetition_0,optimized,prefix_sum,2,6.60680604,28.62,24.65714286,3.875
run_392_repetition_0,optimized,prefix_sum,3,6.506901979,28.6,24.7115942,4.40625
run_393_repetition_0,optimized,prefix_sum,4,6.633693933,28.63,24.51,4.078125
run_394_repetition_0,optimized,prefix_sum,5,6.620512009,28.62,24.48285714,4.015625
run_395_repetition_0,optimized,prefix_sum,6,6.617954969,28.62,24.7,4.03125
run_396_repetition_0,optimized,prefix_sum,7,6.589823961,28.6,24.4057971,4.03125
run_397_repetition_0,optimized,prefix_sum,8,6.533923864,28.63,24.46714286,3.984375
run_398_repetition_0,optimized,prefix_sum,9,6.711318731,28.62,24.19428571,4.125
run_399_repetition_0,optimized,prefix_sum,10,6.597117186,28.6,24.76857143,4.078125
run_400_repetition_0,optimized,prefix_sum,11,6.652562141,31.29,24.57714286,4.140625
run_401_repetition_0,optimized,prefix_sum,12,6.552949905,28.6,24.36811594,4.15625
run_402_repetition_0,optimized,prefix_sum,13,6.541723728,28.62,24.84637681,4.046875
run_403_repetition_0,optimized,prefix_sum,14,6.631727934,28.62,24.72142857,4.078125
run_404_repetition_0,optimized,prefix_sum,15,6.580197096,28.62,24.71014493,3.96875
run_405_repetition_0,optimized,prefix_sum,16,6.531693935,28.63,24.79855072,3.96875
run_406_repetition_0,optimized,prefix_sum,17,6.512441158,28.61,24.73043478,3.984375
run_407_repetition_0,optimized,prefix_sum,18,6.497786283,28.59,25.02608696,4.046875
run_408_repetition_0,optimized,prefix_sum,19,6.628746033,28.62,24.59714286,4.09375
run_409_repetition_0,optimized,prefix_sum,20,6.622311831,28.61,24.56571429,4.109375
run_410_repetition_0,optimized,prefix_sum,21,6.607357025,28.63,24.74285714,4.078125
run_411_repetition_0,optimized,prefix_sum,22,6.524626732,28.6,25.09565217,4.015625
run_412_repetition_0,optimized,prefix_sum,23,6.54358077,28.59,24.82173913,4.046875
run_413_repetition_0,optimized,prefix_sum,24,6.592774153,28.61,24.60714286,4.140625
run_414_repetition_0,optimized,prefix_sum,25,6.540112019,28.58,24.80869565,4.046875
run_415_repetition_0,optimized,prefix_sum,26,6.516973019,28.59,24.91304348,4.0625
run_416_repetition_0,optimized,prefix_sum,27,6.545534134,28.61,24.61014493,4.078125
run_417_repetition_0,optimized,prefix_sum,28,6.611978292,28.62,24.68714286,3.90625
run_418_repetition_0,optimized,prefix_sum,29,6.517589092,28.6,24.89130435,4.015625
run_419_repetition_0,optimized,prefix_sum,30,6.524804831,28.59,25.02173913,4.015625
run_420_repetition_0,baseline,product_sum,1,0.55487299,12.76,24.21,4.0625
run_421_repetition_0,baseline,product_sum,2,0.536495686,12.75,22.1,4
run_422_repetition_0,baseline,product_sum,3,0.55801487,12.75,24.3,4.078125
run_423_repetition_0,baseline,product_sum,4,0.664000034,12.78,21.47272727,4.015625
run_424_repetition_0,baseline,product_sum,5,0.661402941,12.77,21.90909091,4.03125
run_425_repetition_0,baseline,product_sum,6,0.526797056,12.75,24.61,4.03125
run_426_repetition_0,baseline,product_sum,7,0.666954994,12.76,22.82727273,4.03125
run_427_repetition_0,baseline,product_sum,8,0.557673931,12.74,23.79,4.046875
run_428_repetition_0,baseline,product_sum,9,0.660933971,12.76,21.80909091,4.046875
run_429_repetition_0,baseline,product_sum,10,0.546710014,12.76,24.29,3.984375
run_430_repetition_0,baseline,product_sum,11,0.64855814,12.75,22.85454545,4.078125
run_431_repetition_0,baseline,product_sum,12,0.666297913,12.76,21.18181818,3.96875
run_432_repetition_0,baseline,product_sum,13,0.650610209,12.77,22.45454545,4.078125
run_433_repetition_0,baseline,product_sum,14,0.570240021,12.75,23.63,4.1875
run_434_repetition_0,baseline,product_sum,15,0.557702065,12.75,24.33,4.015625
run_435_repetition_0,baseline,product_sum,16,0.654704094,12.78,21.98181818,4.015625
run_436_repetition_0,baseline,product_sum,17,0.660978794,12.76,20.09090909,4.015625
run_437_repetition_0,baseline,product_sum,18,0.647764921,12.77,21.49090909,4.03125
run_438_repetition_0,baseline,product_sum,19,0.650305033,12.76,21.98181818,4.046875
run_439_repetition_0,baseline,product_sum,20,0.660101891,12.75,21.77272727,4.046875
run_440_repetition_0,baseline,product_sum,21,0.663602829,12.78,22.47272727,4.015625
run_441_repetition_0,baseline,product_sum,22,0.557094097,12.75,23.32,4
run_442_repetition_0,baseline,product_sum,23,0.541896105,12.77,23.82,3.984375
run_443_repetition_0,baseline,product_sum,24,0.657095909,12.77,21.01818182,4
run_444_repetition_0,baseline,product_sum,25,0.553202152,12.76,23.59,3.984375
run_445_repetition_0,baseline,product_sum,26,0.549282074,12.76,23.19,4.015625
run_446_repetition_0,baseline,product_sum,27,0.540555954,12.76,24.6,4.1875
run_447_repetition_0,baseline,product_sum,28,0.663399935,12.76,22.00909091,4.015625
run_448_repetition_0,baseline,product_sum,29,0.574297905,12.75,21.53,4
run_449_repetition_0,baseline,product_sum,30,0.558019161,12.76,24.19,4.015625
run_450_repetition_0,optimized,product_sum,1,0.660820007,12.76,22.51818182,4
run_451_repetition_0,optimized,product_sum,2,0.547883987,12.76,23.95,4
run_452_repetition_0,optimized,product_sum,3,0.659160852,12.76,21.9,4.015625
run_453_repetition_0,optimized,product_sum,4,0.663991928,15.43,21.80909091,4.046875
run_454_repetition_0,optimized,product_sum,5,0.658274651,12.77,21.85454545,4.015625
run_455_repetition_0,optimized,product_sum,6,0.660654783,12.76,20.42727273,3.953125
run_456_repetition_0,optimized,product_sum,7,0.756331205,15.42,19.8,4.046875
run_457_repetition_0,optimized,product_sum,8,0.557718992,12.75,25.53,3.984375
run_458_repetition_0,optimized,product_sum,9,0.65324688,15.43,20.63636364,4.078125
run_459_repetition_0,optimized,product_sum,10,0.658700943,12.78,21.94545455,4.0625
run_460_repetition_0,optimized,product_sum,11,0.654472113,12.77,22.44545455,3.984375
run_461_repetition_0,optimized,product_sum,12,0.644014835,12.76,22.53636364,3.9375
run_462_repetition_0,optimized,product_sum,13,0.660015106,12.76,21.48181818,3.921875
run_463_repetition_0,optimized,product_sum,14,0.659524202,12.78,20.7,4.015625
run_464_repetition_0,optimized,product_sum,15,0.650023937,12.76,21.87272727,4.015625
run_465_repetition_0,optimized,product_sum,16,0.656361818,12.79,20.79090909,4.0625
run_466_repetition_0,optimized,product_sum,17,0.659948111,12.78,20.27272727,4.015625
run_467_repetition_0,optimized,product_sum,18,0.650829077,12.76,22.82727273,4.015625
run_468_repetition_0,optimized,product_sum,19,0.558269978,12.76,23.99,4
run_469_repetition_0,optimized,product_sum,20,0.535419941,12.77,23.7,4.078125
run_470_repetition_0,optimized,product_sum,21,0.660454988,12.77,22.42727273,4.015625
run_471_repetition_0,optimized,product_sum,22,0.656107903,12.78,22.45454545,4.015625
run_472_repetition_0,optimized,product_sum,23,0.663300276,15.43,20.42727273,4.109375
run_473_repetition_0,optimized,product_sum,24,0.648382902,12.77,22.32727273,4.015625
run_474_repetition_0,optimized,product_sum,25,0.544348955,12.75,25.12,4
run_475_repetition_0,optimized,product_sum,26,0.557277203,12.75,22.96666667,4.046875
run_476_repetition_0,optimized,product_sum,27,0.555131912,12.77,23.88,4.015625
run_477_repetition_0,optimized,product_sum,28,0.668022156,15.42,21.23636364,4
run_478_repetition_0,optimized,product_sum,29,0.656025887,12.77,19.86363636,4.015625
run_479_repetition_0,optimized,product_sum,30,0.659120083,15.41,21.10909091,4.046875
run_480_repetition_0,baseline,stock_span,1,0.988100052,15.41,22.99285714,4.078125
run_481_repetition_0,baseline,stock_span,2,0.971879005,15.41,23.21428571,4.078125
run_482_repetition_0,baseline,stock_span,3,0.986921072,15.42,22.54285714,4.0625
run_483_repetition_0,baseline,stock_span,4,0.985947132,15.42,21.98571429,4.0625
run_484_repetition_0,baseline,stock_span,5,0.980285883,15.42,22.46428571,4
run_485_repetition_0,baseline,stock_span,6,0.987707853,15.41,22.21428571,4.015625
run_486_repetition_0,baseline,stock_span,7,0.975996971,15.42,22.33571429,4.015625
run_487_repetition_0,baseline,stock_span,8,0.975596666,15.42,22.56428571,4.015625
run_488_repetition_0,baseline,stock_span,9,0.977933168,15.42,22.80714286,3.9375
run_489_repetition_0,baseline,stock_span,10,0.985038996,15.41,22.66428571,3.9375
run_490_repetition_0,baseline,stock_span,11,0.97601676,15.44,23.27857143,4.015625
run_491_repetition_0,baseline,stock_span,12,0.984865189,15.43,22.77857143,4.015625
run_492_repetition_0,baseline,stock_span,13,0.97727108,15.42,22.55,4.03125
run_493_repetition_0,baseline,stock_span,14,0.986879349,15.42,22.96428571,4.046875
run_494_repetition_0,baseline,stock_span,15,0.988974094,15.44,21.52666667,4.171875
run_495_repetition_0,baseline,stock_span,16,0.951784849,15.39,22.96428571,3.84375
run_496_repetition_0,baseline,stock_span,17,0.981605053,15.42,22.69285714,4
run_497_repetition_0,baseline,stock_span,18,0.974315882,15.43,22.50714286,4.03125
run_498_repetition_0,baseline,stock_span,19,0.981812954,15.43,22.04285714,4.078125
run_499_repetition_0,baseline,stock_span,20,0.881235361,15.42,24.36923077,4.046875
run_500_repetition_0,baseline,stock_span,21,0.984817743,15.42,23.62857143,3.953125
run_501_repetition_0,baseline,stock_span,22,0.981906891,15.41,21.25714286,4.015625
run_502_repetition_0,baseline,stock_span,23,0.974835157,15.4,21.8,4.0625
run_503_repetition_0,baseline,stock_span,24,0.989499092,15.43,21.24285714,3.953125
run_504_repetition_0,baseline,stock_span,25,0.975412369,15.41,22.75,4.09375
run_505_repetition_0,baseline,stock_span,26,0.881803036,15.39,24.17692308,4.015625
run_506_repetition_0,baseline,stock_span,27,0.979966879,15.44,23.19285714,4.03125
run_507_repetition_0,baseline,stock_span,28,0.986710072,15.4,22.18571429,4.0625
run_508_repetition_0,baseline,stock_span,29,0.974931955,15.41,22.15,4.046875
run_509_repetition_0,baseline,stock_span,30,0.992291212,15.41,21.27857143,4.015625
run_510_repetition_0,optimized,stock_span,1,1.071820021,15.42,20.99333333,4.078125
run_511_repetition_0,optimized,stock_span,2,0.993889093,15.42,21.04285714,4.09375
run_512_repetition_0,optimized,stock_span,3,0.980021954,15.42,21.89285714,4.015625
run_513_repetition_0,optimized,stock_span,4,0.957058191,15.41,23.61428571,4.078125
run_514_repetition_0,optimized,stock_span,5,0.965151072,15.4,23.56428571,4.015625
run_515_repetition_0,optimized,stock_span,6,0.98154211,15.43,22.71428571,3.9375
run_516_repetition_0,optimized,stock_span,7,0.979496002,15.41,22.98461538,4.078125
run_517_repetition_0,optimized,stock_span,8,1.084570885,15.43,21.17333333,4.078125
run_518_repetition_0,optimized,stock_span,9,0.986762047,15.41,23.58571429,4.015625
run_519_repetition_0,optimized,stock_span,10,0.990629196,15.42,23.43571429,4.015625
run_520_repetition_0,optimized,stock_span,11,0.976314306,15.42,22.22142857,4.0625
run_521_repetition_0,optimized,stock_span,12,0.980392218,15.41,23.46428571,3.921875
run_522_repetition_0,optimized,stock_span,13,0.994754076,15.41,23.52142857,4.0625
run_523_repetition_0,optimized,stock_span,14,1.06992197,15.39,21.88,4.015625
run_524_repetition_0,optimized,stock_span,15,1.004605055,15.43,21.67142857,4.015625
run_525_repetition_0,optimized,stock_span,16,0.98906517,15.42,22.29285714,4.03125
run_526_repetition_0,optimized,stock_span,17,0.978503942,15.4,23.5,4.140625
run_527_repetition_0,optimized,stock_span,18,0.977950096,15.41,23.12142857,4.015625
run_528_repetition_0,optimized,stock_span,19,0.993579149,15.42,23.55,3.953125
run_529_repetition_0,optimized,stock_span,20,0.971858025,15.43,22.30714286,4.0625
run_530_repetition_0,optimized,stock_span,21,0.991975069,15.41,21.21428571,4.109375
run_531_repetition_0,optimized,stock_span,22,1.00240612,15.4,21.2,4.078125
run_532_repetition_0,optimized,stock_span,23,0.993026018,15.43,21.62857143,4.078125
run_533_repetition_0,optimized,stock_span,24,0.979373693,15.41,21.82857143,4
run_534_repetition_0,optimized,stock_span,25,0.984787941,15.41,23.37857143,4.078125
run_535_repetition_0,optimized,stock_span,26,0.970311165,15.42,23.49285714,4.078125
run_536_repetition_0,optimized,stock_span,27,0.984306097,15.41,22.84285714,4.0625
run_537_repetition_0,optimized,stock_span,28,0.970810175,15.41,23.13571429,4.078125
run_538_repetition_0,optimized,stock_span,29,0.993392229,15.4,21.41428571,4.03125
run_539_repetition_0,optimized,stock_span,30,1.071722031,15.41,21.47333333,4.15625
run_540_repetition_0,baseline,strassen,1,2.608867884,18.05,23.84666667,4.015625
run_541_repetition_0,baseline,strassen,2,2.479771137,18.03,24.97586207,4.03125
run_542_repetition_0,baseline,strassen,3,2.590716839,18.03,24.37333333,4.03125
run_543_repetition_0,baseline,strassen,4,2.611191988,18.05,24.01333333,4.046875
run_544_repetition_0,baseline,strassen,5,2.509113073,18.03,25.12413793,4.046875
run_545_repetition_0,baseline,strassen,6,2.595631123,18.06,23.74333333,4.078125
run_546_repetition_0,baseline,strassen,7,2.61062932,18.05,23.51666667,4.015625
run_547_repetition_0,baseline,strassen,8,2.601575136,18.06,23.95666667,3.984375
run_548_repetition_0,baseline,strassen,9,2.521454811,18.06,23.78275862,4.078125
run_549_repetition_0,baseline,strassen,10,2.520818949,18.03,24.31724138,4.046875
run_550_repetition_0,baseline,strassen,11,2.584649086,18.04,24.1137931,4.078125
run_551_repetition_0,baseline,strassen,12,2.57834506,18.05,24.06,4.046875
run_552_repetition_0,baseline,strassen,13,2.61437726,18.05,23.62666667,4.078125
run_553_repetition_0,baseline,strassen,14,2.498045921,18.06,24.80344828,4.15625
run_554_repetition_0,baseline,strassen,15,2.581061125,18.06,23.53,4.078125
run_555_repetition_0,baseline,strassen,16,2.621621132,18.07,23.38,3.953125
run_556_repetition_0,baseline,strassen,17,2.60737896,18.04,23.98666667,3.9375
run_557_repetition_0,baseline,strassen,18,2.597199202,18.04,23.77333333,4.109375
run_558_repetition_0,baseline,strassen,19,2.587447166,18.06,24,4.03125
run_559_repetition_0,baseline,strassen,20,2.47836113,18.01,25.14827586,3.984375
run_560_repetition_0,baseline,strassen,21,2.497797012,18.03,24.82758621,4.046875
run_561_repetition_0,baseline,strassen,22,2.613025188,18.03,22.98666667,3.9375
run_562_repetition_0,baseline,strassen,23,2.484188795,18.04,25.02758621,4.078125
run_563_repetition_0,baseline,strassen,24,2.609189987,18.05,23.65666667,4.015625
run_564_repetition_0,baseline,strassen,25,2.604281902,18.06,23.66666667,4.0625
run_565_repetition_0,baseline,strassen,26,2.607903004,18.05,23.94,4
run_566_repetition_0,baseline,strassen,27,2.682664394,18.06,23.47419355,3.953125
run_567_repetition_0,baseline,strassen,28,2.605699062,18.06,23.71,4.015625
run_568_repetition_0,baseline,strassen,29,2.598623037,18.06,24.47,3.953125
run_569_repetition_0,baseline,strassen,30,2.588927984,18.05,24.15333333,3.953125
run_570_repetition_0,optimized,strassen,1,2.510854959,18.04,24.57586207,3.984375
run_571_repetition_0,optimized,strassen,2,2.498838902,18.02,24.56551724,4
run_572_repetition_0,optimized,strassen,3,2.628520012,18.05,23.44333333,4.140625
run_573_repetition_0,optimized,strassen,4,2.605766058,18.05,24.06666667,4.078125
run_574_repetition_0,optimized,strassen,5,2.603103876,18.05,24.09333333,4.078125
run_575_repetition_0,optimized,strassen,6,2.504345894,18.04,24.24482759,3.953125
run_576_repetition_0,optimized,strassen,7,2.622568846,18.04,23.07666667,4.015625
run_577_repetition_0,optimized,strassen,8,2.601991177,18.07,23.78333333,4.078125
run_578_repetition_0,optimized,strassen,9,2.596813202,18.04,23.44333333,4.109375
run_579_repetition_0,optimized,strassen,10,2.612733126,18.05,23.54,3.953125
run_580_repetition_0,optimized,strassen,11,2.616799831,18.05,24.23666667,3.953125
run_581_repetition_0,optimized,strassen,12,2.508030176,18.05,24.0862069,4.015625
run_582_repetition_0,optimized,strassen,13,2.589586973,18.04,24.4,4.015625
run_583_repetition_0,optimized,strassen,14,2.620175123,18.04,24.14,3.875
run_584_repetition_0,optimized,strassen,15,2.638486862,18.04,23.68666667,4.015625
run_585_repetition_0,optimized,strassen,16,2.600768805,18.05,24.19333333,4
run_586_repetition_0,optimized,strassen,17,2.487112045,18.02,24.88928571,4.015625
run_587_repetition_0,optimized,strassen,18,2.599808216,18.06,23.83333333,4.015625
run_588_repetition_0,optimized,strassen,19,2.598245859,18.07,23.32333333,4
run_589_repetition_0,optimized,strassen,20,2.611417055,18.05,23.70666667,3.875
run_590_repetition_0,optimized,strassen,21,2.614930153,18.05,23.72666667,4.015625
run_591_repetition_0,optimized,strassen,22,2.584663153,18.04,24.38666667,4.40625
run_592_repetition_0,optimized,strassen,23,2.619768143,18.06,24.46333333,4.09375
run_593_repetition_0,optimized,strassen,24,2.499973297,18.03,24.76206897,4
run_594_repetition_0,optimized,strassen,25,2.604168177,18.06,24.00333333,4.015625
run_595_repetition_0,optimized,strassen,26,2.611274004,18.04,23.86666667,3.984375
run_596_repetition_0,optimized,strassen,27,2.610258341,18.05,23.96666667,4.078125
run_597_repetition_0,optimized,strassen,28,2.600934744,18.05,24.03333333,4.078125
run_598_repetition_0,optimized,strassen,29,2.617478848,18.04,24.48333333,4.078125
run_599_repetition_0,optimized,strassen,30,2.504772663,18.04,24.06551724,4
